Brand,Model,Price,0-100 Km/h,4 roues directrices,ABS,Accoudoirs,Affichage tête haute,Aide au démarrage en côte,Aide au maintien dans la voie,Aide au stationnement,Aileron arrière,Airbags,Alarme antivol,Alerte de circulation transversale,Alerte de franchissement de ligne,Alimentation électrique,Allumage automatique des feux,Anti-démarrage électronique,Anti-patinage,Antibrouillards,Appuis têtes arrières,Arceau de benne,Assistance au freinage,Assistant de feux de route,Autonomie électrique (NEDC),Autonomie électrique (WLTP),Autoradio,Baguettes extérieures d'encadrement des vitres,Barre stabilisatrice,Barres de toit,Batterie,Boule d'attelage,Boulons de roues protégés,Bouton Start & Stop,Boîte,Boîte à gants réfrigérée,Calandre,Caméra d'angle mort,Capot moteur actif,Carrosserie,Carte mains libres,Charge utile,Ciel de pavillon,Climatisation,Cloison entre cabine et compartiment arrière,Clé intelligente,Coffre à bagages,Conduite autonome,Connectivité,Consommation extra-urbaine,Consommation mixte,Consommation urbaine,Consommation électrique (WLTP),Contrôle adaptatif de la charge,Contrôle de pression des pneus,Contrôle de stabilité anti-retournement,Contrôle du roulis de la remorque,Couple,Couple électrique,Cylindrée,DSC,Différentiel autobloquant,Direction assistée,Disponibilité,Dynamic Response,Détecteur de fatigue,Détecteur de pluie,Détection des piétons,Ecran central,Eléments extérieurs couleur carrosserie,Emissions de CO2,Energie,Fermeture assistée des portes,Fermeture centralisée,Feux à LED,Finition intérieure,Fixations ISOFIX,Frein de stationnement,Freinage,Garantie,Hauteur,Instrumentation digitale,Jantes,Kit carrosserie,Kit fumeurs,Kit rangement,Kit sécurité,Kit éclairage,Largeur,Lave Phares,Limiteur de vitesse,Longueur,Lumières d'ambiance,Marchepieds latéraux,Modes de conduite,Navigation,Nombre de cylindres,Nombre de moteurs électriques,Nombre de places,Nombre de portes,Nombre de rapports,Ordinateur de bord,Pack Sport Chrono,Pack aérodynamique M,Peinture,Phares,Pneumatiques runflat,Poignées de portes,Pommeau de levier de vitesse,Porte bagages,Préparation pour téléphone,Puissance (ch.din),Puissance avec overboost (ch.din),Puissance fiscale,Puissance thermique (ch.din),Puissance électrique,Pédaliers,Reconnaissance des panneaux,Rideau de benne,Régulateur de vitesse,Rétroviseur intérieur,Rétroviseurs extérieurs,Sellerie,Seuils de portes,Sièges,Sièges réglables en hauteur,Sorties d’échappement,Spoiler arrière,Stores pare-soleil,Surface de chargement,Surveillance d’angle mort,Suspension,Système Start & Stop,Système de descente en côte,Système de récupération d'énergie,Tableau de bord,Tapis de sol,Temps de recharge normale,Temps de recharge rapide,Terrain Response,Toit,Train roulant,Transmission,Version pays chauds,Vitesse maxi,Vitres,Vitres électriques,Voiture populaire,Volant,Volant réglable,Volume du coffre,Volume du coffre avant,Volume du coffre maximal,Volume utile
mercedes-benz,gla 200-progressive-2023#specs,203 000DTTTC,9.6s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Rideaux | Bassin,,,,,,,ESP | ASR,,3,,BAS,,,,MBUX | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,,Ouverture et fermeture motorisée,,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,7L/100 km,,,,,,,200nm1460tr/min,,1332CM³,,,,Stock limité,,Attention Assist,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1616mm,10.25'',En aluminium | 18'',Progressive Line,,,Triangle de présignalisation | Trousse de premiers secours,,2020mm,,,4412mm,,,Confort | Sport | Eco,,4,,5,5,7,,,,Métallisée | +5000 DT,LED Hautes performances,,,,,,163CH,,9CV,,,,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles,Similicuir,,Confort,Conducteur et passager,,,,,,,,,,,Velours,,,,,,Traction,,200KM/H,,Avant/Arrière,,Multi-fonctions | Avec palettes,En hauteur et en profondeur,435L,,,
mercedes-benz,gla 200-amg-2023#specs,221 000DTTTC,9.6s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Rideaux | Bassin,,,,,,,ESP | ASR,,3,,BAS,,,,MBUX | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,A picots,,,SUV,,,,Automatique,,,Ouverture et fermeture motorisée,,USB-C | Android Auto | Apple Carplay | Bluetooth | Chargeur de téléphone sans fil,,7L/100 km,,,,,,,200nm1460tr/min,,1332CM³,,,,Stock limité,,Attention Assist,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1616mm,10.25'',En aluminium | 19'',Pack Sport AMG,,,Triangle de présignalisation | Trousse de premiers secours,,2020mm,,,4412mm,,,Confort | Sport | Eco,,4,,5,5,7,,,,Métallisée | +5000 DT,LED Hautes performances,,,,,,163CH,,9CV,,,,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles,Dinamica | Similicuir,,Sport,Conducteur et passager,,,,,,,,,,,Velours | AMG,,,,Ouvrant | Panoramique,,Traction,,200KM/H,Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir Nappa | Multi-fonctions | Sport | à méplat | Avec palettes | 3 branches doubles,En hauteur et en profondeur,435L,,,
mercedes-benz,glb 200-24-amg,226 000DTTTC,9.1s,,,Avant,,,,Radar de recul | Radar avant | Caméra de recul | Parkassist,,Frontaux | Latéraux | Rideaux,,,,,,,ESP | ASR,,3,,AFU | BAS,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,,Automatique,,,,,USB | Android Auto | Apple Carplay | Bluetooth,5.4L/100 km,6.2L/100 km,7.6L/100 km,,,,,,250nm1620tr/min,,1332CM³,,,,Stock limité,,Attention Assist,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,2 ans,1662mm,10.25'',En aluminium | 19'',Pack Sport AMG,,,,,1834mm,,,4634mm,,,Confort | Sport | Eco,,4,,5,5,7,,,,Métallisée | +5000 DT,Full LED,,,,,,163CH,,9CV,,,,,,TEMPOMAT,Anti-éblouissement,Électriques | Rabattables | Photosensibles,Dinamica | Similicuir,,Sport,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique,,Traction,,207KM/H,Parebrise athermique | Lunette et vitres arrières sur-teintées,Avant/Arrière,,Multi-fonctions | Avec palettes,En hauteur et en profondeur,570L,,,
mercedes-benz,glc 200-4matic-avantgarde#specs,301 000DTTTC,7.8s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parktronic,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,1 prise 12 V,,,ESP,,3,,AFU,,,,MBUX | Commandes au volant,Chrome,,Aluminium,,,,Démarrage mains libres,Automatique,,Avec étoile centrale,,,SUV,,,Noir | Tissu,Automatique | Bizone,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,6.2L/100 km,6.8L/100 km,7.3L/100 km,,,,,,320nm3000tr/min,,1999CM³,,,Paramétrique,Sur arrivage,,Attention Assist,,,Tactile | 11.9 pouces,,,Essence | Hybride léger,,À distance,Feux de jour | Avant | Arrières,Inserts décoratifs aspect losanges en gris argent,,Éléctrique,,2 ans,1640mm,12.3'',En aluminium | 18'',Avantgarde,,,,,1890mm,,,4716mm,LED | 64 couleurs,,Confort | Sport | Eco | Offroad,,4,,5,5,9,,,,Métallisée | +9000 DT,LED Hautes performances,,,,,,204CH,,12CV,,23CH,,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Similicuir,Aluminium,Partiellement électriques | Chauffants | Réglage lombaire,Conducteur et passager,,,,,,,,,,,Velours,,,,Ouvrant | Panoramique,Agility Control,Intégrale,,221KM/H,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Avec palettes,En hauteur et en profondeur,620L,,,
mercedes-benz,glc 200-4matic-amg#specs,336 000DTTTC,7.8s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parktronic,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,1 prise 12 V,,,ESP,,3,,AFU,,,,MBUX | Commandes au volant,Chrome,,Aluminium,,,,Démarrage mains libres,Automatique,,Diamantée,,,SUV,,,Noir | Tissu,Automatique | Bizone,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,6.2L/100 km,6.8L/100 km,7.3L/100 km,,,,,,320nm3000tr/min,,1999CM³,,,Paramétrique,Sur arrivage,,Attention Assist,,,Tactile | 11.9 pouces,,,Essence | Hybride léger,,À distance,Feux de jour | Avant | Arrières,Inserts décoratifs aspect losanges en gris argent,,Éléctrique,,2 ans,1640mm,12.3'',En aluminium | 19'',Pack Sport AMG,,,,,1890mm,,,4716mm,LED | 64 couleurs,,Confort | Sport | Eco | Offroad,,4,,5,5,9,,,,Métallisée | +9000 DT,LED Hautes performances,,,,,,204CH,,12CV,,23CH,Aluminium,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Similicuir,Aluminium | Eclairés,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,Similicuir,Velours | AMG,,,,Ouvrant | Panoramique,Sport,Intégrale,,221KM/H,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,620L,,,
mercedes-benz,glc-hybride 350e-4matic-amg,418 000DTTTC,6.7s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parktronic,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,1 prise 12 V,,,ESP,,3,,AFU,,,,MBUX | Commandes au volant,Chrome,,Aluminium,31.2kWh,,,Démarrage mains libres,Automatique,,Diamantée,,,SUV,,,Noir | Tissu,Automatique | Bizone,,,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,6.2L/100 km,6.8L/100 km,7.3L/100 km,,,,,,320nm3000tr/min,440nm,1999CM³,,,Paramétrique,Sur arrivage,,Attention Assist,,,Tactile | 11.9 pouces,,,Essence | Hybride rechargeable,,À distance,Feux de jour | Avant | Arrières,Inserts décoratifs aspect losanges en gris argent,,Éléctrique,,2 ans,1640mm,12.3'',En aluminium | 19'',Pack Sport AMG,,,,,1890mm,,,4716mm,LED | 64 couleurs,,Confort | Sport | Eco | Offroad,,4,,5,5,9,,,,Métallisée | +9000 DT,LED Hautes performances,,,,,,204CH,,9CV,,109CH,Aluminium,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Similicuir,Aluminium | Eclairés,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,Similicuir,Velours | AMG,,,,Ouvrant | Panoramique,Sport,Intégrale,,218KM/H,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,620L,,,
mercedes-benz,glc-coupe 200-4matic-amg,356 000DTTTC,7.9s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Caméra de recul | Parktronic,,Frontaux | Latéraux | Rideaux | Genoux conducteur,,,,1 prise 12 V,,,ESP,,3,,AFU,,,,MBUX | Commandes au volant,Chrome,,,,,,Démarrage mains libres,Automatique,,Diamantée,,,SUV,,,,Automatique | Bizone,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB-C | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,9L/100 km,,,,,,,320nm3000tr/min,,1999CM³,,,Paramétrique,Sur arrivage,,Attention Assist,,,Tactile | 11.9 pouces,,,Essence | Hybride léger,,À distance,Feux de jour | Avant | Arrières,Inserts décoratifs aspect losanges en gris argent,,Éléctrique,,2 ans,1605mm,12.3'',En aluminium | 19'',Pack Sport AMG,,,,,1890mm,,,4764mm,LED | 64 couleurs,Aluminium,Confort | Sport | Eco,,4,,5,5,9,,,,Métallisée | +7000 DT,LED Hautes performances,,,,,,204CH,,12CV,,23CH,Aluminium,,,TEMPOMAT,Anti-éblouissement  | Sans Cadre,Électriques | Rabattables | Photosensibles | Avec clignotants intégrés,Similicuir,Aluminium | Eclairés,Électriques | Chauffants | Réglage lombaire | Fonction mémoire | Sport,Conducteur et passager,,,,,,,,,,Similicuir,AMG,,,,Ouvrant | Panoramique,Sport,Intégrale,,227KM/H,Teintées | Lunette et vitres arrières sur-teintées | Athermiques,Avant/Arrière,,Cuir | 3 branches | Multi-fonctions | Sport | à méplat | Avec palettes,En hauteur et en profondeur,545L,,,
mercedes-benz,gle 300d-4matic-amg-2023,568 000DTTTC,6.9s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Système de caméras 360 | Parktronic,,Frontaux | Latéraux | Rideaux | Bassin,Volumétrique,,,,,,ESP,,3,,Freinage automatique anti-collision,,,,MBUX | Burmester,Noir Brillant,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,Noir | Tissu,Automatique,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,6.9L/100 km,,,,,,,550nm1800tr/min,,1993CM³,,,Électrique,Sur commande,,,,,Tactile | 12.3 pouces,,,Diesel | Hybride léger,Soft close,À distance,Feux de jour | Avant | Arrières,Aluminium brossé | Chromée | Alu à stries,,Éléctrique,,2 ans,1797mm,12.3'' | Widescreen,En aluminium | 21'' | AMG,Pack Sport AMG,,,Triangle de présignalisation,,2010mm,,,4924mm,LED,Eclairés,Confort | Sport | Eco,,4,,5,5,9,,,,Métallisée,Full LED,,,,,,269CH,,17CV,,20CH,,,,TEMPOMAT,Anti-éblouissement,Électriques | Rabattables | Mémoire de position | Éclairage d'accueil à LED,Cuir | Nappa,Aluminium | Eclairés | Baguettes dans les baies de porte,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,Pneumatique | Airmatic | Adaptative,,DSR,,Similicuir,AMG,,,,Ouvrant | Panoramique,Régulation adaptative,Intégrale,,230KM/H,Teintées | Parebrise athermique,Avant/Arrière,,Cuir Nappa | Multi-fonctions | Sport,En hauteur et en profondeur,635L,,,
mercedes-benz,gle-coupe 300d-4matic-amg-2023,588 000DTTTC,6.9s,,,Avant | Arrière,,,,Radar de recul | Radar avant | Système de caméras 360 | Parktronic,,Frontaux | Latéraux | Rideaux | Bassin,Volumétrique,,,,,,ESP,,3,,Freinage automatique anti-collision,,,,MBUX | Burmester,Noir Brillant,,,,,,Démarrage mains libres,Automatique,,,,,SUV,,,Noir | Tissu,Automatique,,Accès mains libres,Ouverture et fermeture motorisée | Cache Bagages | Ouverture à distance,,USB | Android Auto | Apple Carplay | Bluetooth | Commande vocale | Chargeur de téléphone sans fil,,6.9L/100 km,,,,,,,550nm1800tr/min,,1993CM³,,,Électrique,Sur commande,,,,,Tactile | 12.3 pouces,,,Diesel | Hybride léger,Soft close,À distance,Feux de jour | Avant | Arrières,Aluminium brossé | Chromée | Alu à stries,,Éléctrique,,2 ans,1716mm,12.3'' | Widescreen,En aluminium | 21'' | AMG,Pack Sport AMG,,,Triangle de présignalisation,,2018mm,,,4941mm,LED,Eclairés,Confort | Sport | Eco,,4,,5,5,9,,,,Métallisée,Full LED,,,,,,269CH,,16CV,,20CH,,,,TEMPOMAT,Anti-éblouissement,Électriques | Rabattables | Mémoire de position | Éclairage d'accueil à LED,Cuir | Nappa,Aluminium | Eclairés | Baguettes dans les baies de porte,Électriques | Réglage lombaire | Fonction mémoire,Conducteur et passager,,,,,,Pneumatique | Airmatic | Adaptative,,DSR,,Similicuir,AMG,,,,Ouvrant | Panoramique,Régulation adaptative,Intégrale,,230KM/H,Teintées | Parebrise athermique,Avant/Arrière,,Cuir Nappa | Multi-fonctions | Sport,En hauteur et en profondeur,620L,,,
mercedes-benz,classe-v 250-d,468 000DTTTC,10s,,,Avant | Arrière,,Hill assist,,Radar de recul | Radar avant | Caméra de recul | Parktronic,,Frontaux | Latéraux | Rideaux | Bassin,,,,1 prise 12 V,,,ESP,,,,Système anti-collision avec détection des piétons | Active Brake Assist,,,,MBUX | Commandes au volant,,,Alu satiné,,,,,Automatique,,Chromée,,,Monospace,,,Gris,Automatique | Ventilation arrière,,,,,USB | Bluetooth | Commande vocale,5.6L/100 km,5.9L/100 km,6.5L/100 km,,,,,,440nm1350tr/min,,1950CM³,,,,Disponible,,Attention Assist,,,8 pouces,Pare-chocs | Poignées de portes | Rétroviseurs,,Diesel,,À distance,Feux de jour | Avant | Arrières,Laqué Piano Noir,,Éléctrique,,2 ans,1880mm,,En aluminium | 17'',,,,Triangle de présignalisation | Trousse de premiers secours,,1928mm,,,5370mm,,,Confort | Sport,,4,,6,3 | 2 portes latérales coulissantes,9,,,,,LED,,,,,,190CH,,12CV,,,,,,TEMPOMAT,Anti-éblouissement,Électriques | Rabattables | Dégivrants,Similicuir,,Réglage lombaire,Conducteur et passager,,,,,,,,,,,Velours,,,,,,Propulsion,,205KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Multi-fonctions,En hauteur et en profondeur,1410L,,,
mg,3 1.5-l-2024#specs,56 950DTTTC,N.C,,,,,,,Radar de recul,,Frontaux,,,,,,,ESP,,3,,,,,,Commandes au volant,,,,,,,,Manuelle,,,,,Citadine,,,,Manuelle,,,,,Bluetooth,,5.5L/100 km,,,,,,,142nm4500tr/min,,1498CM³,,,,2 mois,,,,,,,,Essence,,À distance,Feux de jour,,,,,3 ans,1502mm,7 pouces,15'',,,,,,1797mm,,,4113mm,,,,,4,,5,5,5,,,,,,,,,,,110CH,,6CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,170KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur,293L,,983L,
mg,3 1.5-l-2024-confort#specs,63 950DTTTC,N.C,,,,,,,Radar de recul | Caméra de recul,,Frontaux,,,,,,,ESP,,3,,,,,,Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,Citadine,,,,Manuelle,,Accès mains libres,,,Android Auto | Apple Carplay | Bluetooth,,5.5L/100 km,,,,,,,142nm4500tr/min,,1498CM³,,,,2 mois,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour,,,,,3 ans,1502mm,7 pouces,En aluminium | 16'',,,,,,1797mm,,,4113mm,,,,,4,,5,5,5,,,,,,,,,,,110CH,,6CV,,,,,,,,Électriques,Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,170KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur,293L,,983L,
mg,3 1.5-l-bva-2024-luxe#specs,69 950DTTTC,N.C,,,,,Autohold,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux,,,,,,,ESP,,3,,Freinage automatique anti-collision | Alerte Risque Colision,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,Manuelle | Ventilation arrière,,Accès mains libres,,,Android Auto | Apple Carplay | Bluetooth,,5.5L/100 km,,,,,,,142nm4500tr/min,,1498CM³,,,,2 mois,,,,,Tactile | 10.25 pouces,,,Essence,,À distance,Feux de jour,,,Éléctrique,,3 ans,1502mm,7 pouces,En aluminium | 16'',,,,,,1797mm,,,4113mm,,,,,4,,5,5,,,,,,LED,,,,,,110CH,,6CV,,,,Avec régulation de la vitesse,,Adaptatif,,Électriques | Rabattables,Similicuir/Tissu,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,170KM/H,,Avant/Arrière,,Multi-fonctions,En hauteur,293L,,983L,
mg,3-hybride 1.5-l-bva,76 950DTTTC,8s,,,,,Autohold,,Radar de recul | Système de caméras 360,,Frontaux | Latéraux,,,,,,,ESP,,3,,Freinage automatique anti-collision | Alerte Risque Colision,,,,Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Citadine,,,,Automatique | Ventilation arrière,,Accès mains libres,,,Android Auto | Apple Carplay | Bluetooth,,4.4L/100 km,,,,,,,250nm4500tr/min,,1498CM³,,,,2 mois,,,,,Tactile | 10.25 pouces,,,Essence | Hybride,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,5 ans ou 100000 km,1502mm,7 pouces,En aluminium | 16'',,,,,,1797mm,,,4113mm,,,Normal | Sport | Eco,,4,,5,5,,,,,,LED,,,,,,195CH,,5CV,,,,Avec régulation de la vitesse,,Adaptatif,,Électriques | Rabattables,Similicuir/Tissu,,Chauffants,Conducteur,,,,,,,,,,,,,,,,,Traction,,170KM/H,Lunette et vitres arrières sur-teintées,Avant/Arrière,,Cuir | Chauffant | Multi-fonctions,En hauteur,293L,,983L,
mg,5 1.5-l-confort#specs,63 950DTTTC,N.C,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux,,,,,,,,,3,,AFU,,,,2 haut-parleurs | Commandes au volant,,,,,,,,Manuelle,,,,,Berline,,,,Automatique,,,Ouverture à distance,,USB | Bluetooth,N.C,5.5L/100 km,N.C,,,,,,150nm4500tr/min,,1498CM³,,,,Disponible,,,,,Tactile | 8 pouces,,,Essence,,À distance,Feux de jour,,,,,3 ans ou 100.000 KM,1489mm,,15'',,,,,,1818mm,,,4601mm,,,,,4,,5,4,5,,,,,,,,,,,120CH,,6CV,,,,,,,,Électriques,Tissu,,,,,,,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,,En hauteur,512L,,,
mg,5 1.5-l-confort-plus#specs,67 450DTTTC,N.C,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,AFU,,,,2 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,Berline,,,,Automatique,,,Ouverture à distance,,USB | Bluetooth,N.C,5.5L/100 km,N.C,,,,,,150nm4500tr/min,,1498CM³,,,,Disponible,,,,,Tactile | 8 pouces,,,Essence,,À distance,Feux de jour,,,,,3 ans ou 100.000 KM,1489mm,,En aluminium | 16'',,,,,,1818mm,,,4601mm,,,,,4,,5,4,5,,,,,,,,,,,120CH,,6CV,,,,,,,,Électriques | Rabattables,Similicuir,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,180KM/H,,Avant/Arrière,,Cuir,En hauteur,512L,,,
mg,5 1.5-l-luxe-bva#specs,71 950DTTTC,N.C,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,AFU,,,,2 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique,,,Ouverture à distance,,USB | Bluetooth,N.C,5.5L/100 km,N.C,,,,,,150nm4500tr/min,,1498CM³,,,,Disponible,,,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour,,,,,3 ans ou 100.000 KM,1489mm,,En aluminium | 16'',,,,,,1818mm,,,4601mm,,,,,4,,5,4,,,,,,,,,,,,120CH,,7CV,,,,,,,,Électriques | Rabattables,Similicuir,,,Conducteur,,,,,,,,,,,,,,,Ouvrant,,Traction,,180KM/H,,Avant/Arrière,,Cuir,En hauteur,512L,,,
mg,gt 1.5-l-luxury-bvm#specs,80 950DTTTC,10.5s,,,,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,1 prise 12 V,,,ESP,,,,AFU | EBD,,,,2 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Manuelle,,,,,Berline,,,,Automatique | Ventilation arrière,,Accès mains libres,,,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,,5.7L/100 km,,,,,,,150nm4500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,3 ans ou 100.000 KM,1473mm,,En aluminium | 16'',,,,,,1842mm,,,4675mm,,,,,4,,5,4,5,,,,,,,,,,,115CH,,7CV,,,,,,,,Électriques | Dégivrants,Similicuir,,,Conducteur,,,,,,,,,,,,,,,Ouvrant,,Traction,,185KM/H,,Avant/Arrière,,Cuir,En hauteur,401L,,,
mg,gt 1.5-l-luxury-cvt#specs,85 950DTTTC,10.5s,,,,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,1 prise 12 V,,,ESP,,,,AFU | EBD,,,,2 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique | Ventilation arrière,,Accès mains libres,,,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,,5.7L/100 km,,,,,,,150nm4500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,3 ans ou 100.000 KM,1473mm,,En aluminium | 16'',,,,,,1842mm,,,4675mm,,,,,4,,5,4,,,,,,,,,,,,115CH,,7CV,,,,,,,,Électriques | Dégivrants,Similicuir,,,Conducteur,,,,,,,,,,,,,,,Ouvrant,,Traction,,185KM/H,,Avant/Arrière,,Cuir,En hauteur,401L,,,
mg,gt 1.5-t-sport-7dct#specs,95 450DTTTC,8.5s,,,,,,,Radar de recul | Caméra de recul | Système de caméras 360,,Frontaux | Latéraux | Rideaux,,,,1 prise 12 V,,,ESP,,,,AFU | EBD | Alerte Risque Colision,,,,6 haut-parleurs | Commandes au volant,,,,,,,Démarrage mains libres,Automatique,,,,,Berline,,,,Automatique | Ventilation arrière,,Accès mains libres,,,3 USB | Android Auto | Apple Carplay | AUX | Bluetooth,,5.7L/100 km,,,,,,,250nm1700tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile | 10 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,Éléctrique,,3 ans ou 100.000 KM,1473mm,,En aluminium | 17'',,,,,,1842mm,,,4675mm,,,,,4,,5,4,7,,,,,,,,,,,160CH,,9CV,,,,,,,,Électriques | Rabattables | Dégivrants,Similicuir,,Conducteur à réglage électrique | Chauffants | Réglage lombaire,Conducteur,,,,,,,,,,,,,,,Ouvrant,,Traction,,185KM/H,,Avant/Arrière,,Cuir | Sport | à méplat | Avec palettes,En hauteur,401L,,,
mg,zs 1.5-l-luxury-bvm#specs,80 950DTTTC,12.2s,,,Avant,,,,Radar de recul | Caméra de recul,,Frontaux | Latéraux,,,,,,,ESP,,3,,EBD,,,,6 haut-parleurs | Commandes au volant,Chrome,,Aluminium,,,,Démarrage mains libres,Manuelle,,,,,SUV,,,,Automatique,,Accès mains libres,,,2 USB | Android Auto | Apple Carplay | Bluetooth,,7.8L/100 km,,,,,,,141nm4500tr/min,,1498CM³,,,Électrique,Disponible,,,,,Tactile | 10.1 pouces,,,Essence,,À distance,Feux de jour | Avant | Arrières,,,,,5 ans,1653mm,,En aluminium | 17'',,,,,,1809mm,,,4323mm,,,,,4,,5,5,5,,,,,,,,,,,115CH,,7CV,,,,,,,,Électriques | Rabattables,Similicuir,,,Conducteur,,,,,,,,,,,,,,,,,Traction,,175KM/H,,Avant/Arrière,,Cuir,En hauteur,483L,,1187L,
